year,region,product,carbonate_type,property,value,unit
2006,World,portland-pozzolan,siderite,min,0.990,t/t
2006,World,portland-pozzolan,ankerite,min,0.990,t/t
2006,World,portland-pozzolan,rhodochrosite,min,0.990,t/t
2006,World,portland-pozzolan,sodium-carbonate,min,0.990,t/t
2006,World,pozzolan-mod,calcite,min,0.990,t/t
2006,World,pozzolan-mod,magnesite,min,0.990,t/t
2006,World,pozzolan-mod,dolomite,min,0.990,t/t
2006,World,pozzolan-mod,siderite,min,0.990,t/t
2006,World,pozzolan-mod,ankerite,min,0.990,t/t
2006,World,pozzolan-mod,rhodochrosite,min,0.990,t/t
2006,World,pozzolan-mod,sodium-carbonate,min,0.990,t/t
2006,World,slag-cement,calcite,min,0.990,t/t
2006,World,slag-cement,magnesite,min,0.990,t/t
2006,World,slag-cement,dolomite,min,0.990,t/t
2006,World,slag-cement,siderite,min,0.990,t/t
2006,World,slag-cement,ankerite,min,0.990,t/t
2006,World,slag-cement,rhodochrosite,min,0.990,t/t
2006,World,slag-cement,sodium-carbonate,min,0.990,t/t
2006,World,portland,calcite,max,1.010,t/t
2006,World,portland,magnesite,max,1.010,t/t
2006,World,portland,dolomite,max,1.010,t/t
2006,World,portland,siderite,max,1.010,t/t
2006,World,portland,ankerite,max,1.010,t/t
2006,World,portland,rhodochrosite,max,1.010,t/t
2006,World,portland,sodium-carbonate,max,1.010,t/t
2006,World,masonry,calcite,max,1.010,t/t
2006,World,masonry,magnesite,max,1.010,t/t
2006,World,masonry,dolomite,max,1.010,t/t
2006,World,masonry,siderite,max,1.010,t/t
2006,World,masonry,ankerite,max,1.010,t/t
2006,World,masonry,rhodochrosite,max,1.010,t/t
2006,World,masonry,sodium-carbonate,max,1.010,t/t
2006,World,slagmod-portland,calcite,max,1.010,t/t
2006,World,slagmod-portland,magnesite,max,1.010,t/t
2006,World,slagmod-portland,dolomite,max,1.010,t/t
2006,World,slagmod-portland,siderite,max,1.010,t/t
2006,World,slagmod-portland,ankerite,max,1.010,t/t
2006,World,slagmod-portland,rhodochrosite,max,1.010,t/t
2006,World,slagmod-portland,sodium-carbonate,max,1.010,t/t
2006,World,portland-bf-slag,calcite,max,1.010,t/t
2006,World,portland-bf-slag,magnesite,max,1.010,t/t
2006,World,portland-bf-slag,dolomite,max,1.010,t/t
2006,World,portland-bf-slag,siderite,max,1.010,t/t
2006,World,portland-bf-slag,ankerite,max,1.010,t/t
2006,World,portland-bf-slag,rhodochrosite,max,1.010,t/t
2006,World,portland-bf-slag,sodium-carbonate,max,1.010,t/t
2006,World,portland-pozzolan,calcite,max,1.010,t/t
2006,World,portland-pozzolan,magnesite,max,1.010,t/t
2006,World,portland-pozzolan,dolomite,max,1.010,t/t
2006,World,portland-pozzolan,siderite,max,1.010,t/t
2006,World,portland-pozzolan,ankerite,max,1.010,t/t
2006,World,portland-pozzolan,rhodochrosite,max,1.010,t/t
2006,World,portland-pozzolan,sodium-carbonate,max,1.010,t/t
2006,World,pozzolan-mod,calcite,max,1.010,t/t
2006,World,pozzolan-mod,magnesite,max,1.010,t/t
2006,World,pozzolan-mod,dolomite,max,1.010,t/t
2006,World,pozzolan-mod,siderite,max,1.010,t/t
2006,World,pozzolan-mod,ankerite,max,1.010,t/t
2006,World,pozzolan-mod,rhodochrosite,max,1.010,t/t
2006,World,pozzolan-mod,sodium-carbonate,max,1.010,t/t
2006,World,slag-cement,calcite,max,1.010,t/t
2006,World,slag-cement,magnesite,max,1.010,t/t
2006,World,slag-cement,dolomite,max,1.010,t/t
2006,World,slag-cement,siderite,max,1.010,t/t
2006,World,slag-cement,ankerite,max,1.010,t/t
2006,World,slag-cement,rhodochrosite,max,1.010,t/t
2006,World,slag-cement,sodium-carbonate,max,1.010,t/t
2006,World,portland,calcite,abs_min,0.0,t/t
2006,World,portland,magnesite,abs_min,0.0,t/t
2006,World,portland,dolomite,abs_min,0.0,t/t
2006,World,portland,siderite,abs_min,0.0,t/t
2006,World,portland,ankerite,abs_min,0.0,t/t
2006,World,portland,rhodochrosite,abs_min,0.0,t/t
2006,World,portland,sodium-carbonate,abs_min,0.0,t/t
2006,World,masonry,calcite,abs_min,0.0,t/t
2006,World,masonry,magnesite,abs_min,0.0,t/t
2006,World,masonry,dolomite,abs_min,0.0,t/t
2006,World,masonry,siderite,abs_min,0.0,t/t
2006,World,masonry,ankerite,abs_min,0.0,t/t
2006,World,masonry,rhodochrosite,abs_min,0.0,t/t
2006,World,masonry,sodium-carbonate,abs_min,0.0,t/t
2006,World,slagmod-portland,calcite,abs_min,0.0,t/t
2006,World,slagmod-portland,magnesite,abs_min,0.0,t/t
2006,World,slagmod-portland,dolomite,abs_min,0.0,t/t
2006,World,slagmod-portland,siderite,abs_min,0.0,t/t
2006,World,slagmod-portland,ankerite,abs_min,0.0,t/t
2006,World,slagmod-portland,rhodochrosite,abs_min,0.0,t/t
2006,World,slagmod-portland,sodium-carbonate,abs_min,0.0,t/t
2006,World,portland-bf-slag,calcite,abs_min,0.0,t/t
2006,World,portland-bf-slag,magnesite,abs_min,0.0,t/t
2006,World,portland-bf-slag,dolomite,abs_min,0.0,t/t
2006,World,portland-bf-slag,siderite,abs_min,0.0,t/t
2006,World,portland-bf-slag,ankerite,abs_min,0.0,t/t
2006,World,portland-bf-slag,rhodochrosite,abs_min,0.0,t/t
2006,World,portland-bf-slag,sodium-carbonate,abs_min,0.0,t/t
2006,World,portland-pozzolan,calcite,abs_min,0.0,t/t
2006,World,portland-pozzolan,magnesite,abs_min,0.0,t/t
2006,World,portland-pozzolan,dolomite,abs_min,0.0,t/t
2006,World,portland-pozzolan,siderite,abs_min,0.0,t/t
2006,World,portland-pozzolan,ankerite,abs_min,0.0,t/t
2006,World,portland-pozzolan,rhodochrosite,abs_min,0.0,t/t
2006,World,portland-pozzolan,sodium-carbonate,abs_min,0.0,t/t
2006,World,pozzolan-mod,calcite,abs_min,0.0,t/t
2006,World,pozzolan-mod,magnesite,abs_min,0.0,t/t
2006,World,pozzolan-mod,dolomite,abs_min,0.0,t/t
2006,World,pozzolan-mod,siderite,abs_min,0.0,t/t
2006,World,pozzolan-mod,ankerite,abs_min,0.0,t/t
2006,World,pozzolan-mod,rhodochrosite,abs_min,0.0,t/t
2006,World,pozzolan-mod,sodium-carbonate,abs_min,0.0,t/t
2006,World,slag-cement,calcite,abs_min,0.0,t/t
2006,World,slag-cement,magnesite,abs_min,0.0,t/t
2006,World,slag-cement,dolomite,abs_min,0.0,t/t
2006,World,slag-cement,siderite,abs_min,0.0,t/t
2006,World,slag-cement,ankerite,abs_min,0.0,t/t
2006,World,slag-cement,rhodochrosite,abs_min,0.0,t/t
2006,World,slag-cement,sodium-carbonate,abs_min,0.0,t/t
2006,World,portland,calcite,abs_max,1.0,t/t
2006,World,portland,magnesite,abs_max,1.0,t/t
2006,World,portland,dolomite,abs_max,1.0,t/t
2006,World,portland,siderite,abs_max,1.0,t/t
2006,World,portland,ankerite,abs_max,1.0,t/t
2006,World,portland,rhodochrosite,abs_max,1.0,t/t
2006,World,portland,sodium-carbonate,abs_max,1.0,t/t
2006,World,masonry,calcite,abs_max,1.0,t/t
2006,World,masonry,magnesite,abs_max,1.0,t/t
2006,World,masonry,dolomite,abs_max,1.0,t/t
2006,World,masonry,siderite,abs_max,1.0,t/t
2006,World,masonry,ankerite,abs_max,1.0,t/t
2006,World,masonry,rhodochrosite,abs_max,1.0,t/t
2006,World,masonry,sodium-carbonate,abs_max,1.0,t/t
2006,World,slagmod-portland,calcite,abs_max,1.0,t/t
2006,World,slagmod-portland,magnesite,abs_max,1.0,t/t
2006,World,slagmod-portland,dolomite,abs_max,1.0,t/t
2006,World,slagmod-portland,siderite,abs_max,1.0,t/t
2006,World,slagmod-portland,ankerite,abs_max,1.0,t/t
2006,World,slagmod-portland,rhodochrosite,abs_max,1.0,t/t
2006,World,slagmod-portland,sodium-carbonate,abs_max,1.0,t/t
2006,World,portland-bf-slag,calcite,abs_max,1.0,t/t
2006,World,portland-bf-slag,magnesite,abs_max,1.0,t/t
2006,World,portland-bf-slag,dolomite,abs_max,1.0,t/t
2006,World,portland-bf-slag,siderite,abs_max,1.0,t/t
2006,World,portland-bf-slag,ankerite,abs_max,1.0,t/t
2006,World,portland-bf-slag,rhodochrosite,abs_max,1.0,t/t
2006,World,portland-bf-slag,sodium-carbonate,abs_max,1.0,t/t
2006,World,portland-pozzolan,calcite,abs_max,1.0,t/t
2006,World,portland-pozzolan,magnesite,abs_max,1.0,t/t
2006,World,portland-pozzolan,dolomite,abs_max,1.0,t/t
2006,World,portland-pozzolan,siderite,abs_max,1.0,t/t
2006,World,portland-pozzolan,ankerite,abs_max,1.0,t/t
2006,World,portland-pozzolan,rhodochrosite,abs_max,1.0,t/t
2006,World,portland-pozzolan,sodium-carbonate,abs_max,1.0,t/t
2006,World,pozzolan-mod,calcite,abs_max,1.0,t/t
2006,World,pozzolan-mod,magnesite,abs_max,1.0,t/t
2006,World,pozzolan-mod,dolomite,abs_max,1.0,t/t
2006,World,pozzolan-mod,siderite,abs_max,1.0,t/t
2006,World,pozzolan-mod,ankerite,abs_max,1.0,t/t
2006,World,pozzolan-mod,rhodochrosite,abs_max,1.0,t/t
2006,World,pozzolan-mod,sodium-carbonate,abs_max,1.0,t/t
2006,World,slag-cement,calcite,abs_max,1.0,t/t
2006,World,slag-cement,magnesite,abs_max,1.0,t/t
2006,World,slag-cement,dolomite,abs_max,1.0,t/t
2006,World,slag-cement,siderite,abs_max,1.0,t/t
2006,World,slag-cement,ankerite,abs_max,1.0,t/t
2006,World,slag-cement,rhodochrosite,abs_max,1.0,t/t
2006,World,slag-cement,sodium-carbonate,abs_max,1.0,t/t
