region,activity,property,value,unit
World,uncoll_septic-tanks,abs_min,0.0,m3/m3
World,uncoll_septic-system,abs_min,0.0,m3/m3
World,uncoll_latrines_small,abs_min,0.0,m3/m3
World,uncoll_latrines_communal,abs_min,0.0,m3/m3
World,uncoll_latrines_wet,abs_min,0.0,m3/m3
World,uncoll_untreated,abs_min,0.0,m3/m3
World,coll_treat_aerob_centralised_primary,abs_max,inf,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest,abs_max,inf,m3/m3
World,coll_treat_aerob_centralised_wo-primary,abs_max,inf,m3/m3
World,coll_treat_aerob_centralised_primary_secondary,abs_max,inf,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest_secondary,abs_max,inf,m3/m3
World,coll_treat_aerob_centralised_primary_secondary-tertiary,abs_max,inf,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,abs_max,inf,m3/m3
World,coll_treat_aerob_shallow,abs_max,inf,m3/m3
World,coll_treat_anaerob_a-lagoons,abs_max,inf,m3/m3
World,coll_treat_anaerob_f-lagoons,abs_max,inf,m3/m3
World,coll_treat_anaerob_c-wetlands,abs_max,inf,m3/m3
World,coll_treat_anaerob_a-reactors,abs_max,inf,m3/m3
World,coll_treat_onsite_sludge,abs_max,inf,m3/m3
World,coll_treat_onsite_composting,abs_max,inf,m3/m3
World,coll_treat_onsite_incineration,abs_max,inf,m3/m3
World,coll_untreat_sewers-flowing_closed,abs_max,inf,m3/m3
World,coll_untreat_sewers-flowing_open,abs_max,inf,m3/m3
World,coll_untreat_sewer-stagnant,abs_max,inf,m3/m3
World,uncoll_septic-tanks,abs_max,inf,m3/m3
World,uncoll_septic-system,abs_max,inf,m3/m3
World,uncoll_latrines_small,abs_max,inf,m3/m3
World,uncoll_latrines_communal,abs_max,inf,m3/m3
World,uncoll_latrines_wet,abs_max,inf,m3/m3
World,uncoll_untreated,abs_max,inf,m3/m3
