year,region,waste_type,property,value,unit
2006,World,isw_rubber,abs_min,0.0,kg/kg
2006,World,isw_construction,abs_min,0.0,kg/kg
2006,World,isw_other,abs_min,0.0,kg/kg
2006,World,ow_clinical,abs_min,0.0,kg/kg
2006,World,ow_hazard,abs_min,0.0,kg/kg
2006,World,sludge_dom,abs_min,0.0,kg/kg
2006,World,sludge_ind,abs_min,0.0,kg/kg
2006,World,msw_food,abs_max,1.0,kg/kg
2006,World,msw_garden,abs_max,1.0,kg/kg
2006,World,msw_paper,abs_max,1.0,kg/kg
2006,World,msw_wood,abs_max,1.0,kg/kg
2006,World,msw_textiles,abs_max,1.0,kg/kg
2006,World,msw_nappies,abs_max,1.0,kg/kg
2006,World,msw_rubber,abs_max,1.0,kg/kg
2006,World,msw_plastics,abs_max,1.0,kg/kg
2006,World,msw_metal,abs_max,1.0,kg/kg
2006,World,msw_glass,abs_max,1.0,kg/kg
2006,World,msw_other,abs_max,1.0,kg/kg
2006,World,isw_food,abs_max,1.0,kg/kg
2006,World,isw_textile,abs_max,1.0,kg/kg
2006,World,isw_wood,abs_max,1.0,kg/kg
2006,World,isw_paper,abs_max,1.0,kg/kg
2006,World,isw_petroleum,abs_max,1.0,kg/kg
2006,World,isw_rubber,abs_max,1.0,kg/kg
2006,World,isw_construction,abs_max,1.0,kg/kg
2006,World,isw_other,abs_max,1.0,kg/kg
2006,World,ow_clinical,abs_max,1.0,kg/kg
2006,World,ow_hazard,abs_max,1.0,kg/kg
2006,World,sludge_dom,abs_max,1.0,kg/kg
2006,World,sludge_ind,abs_max,1.0,kg/kg
