year,region,structure,property,value,unit
2006,CN,"Slabs (Floor), Pre-cast concrete",abs_max,inf,mm
2006,CN,Staircases,def,150,mm
2006,CN,Staircases,min,130,mm
2006,CN,Staircases,max,200,mm
2006,CN,Staircases,abs_min,0,mm
2006,CN,Staircases,abs_max,inf,mm
2006,EUR,Wall,def,180,mm
2006,EUR,Wall,min,180,mm
2006,EUR,Wall,max,180,mm
2006,EUR,Wall,abs_min,0,mm
2006,EUR,Wall,abs_max,inf,mm
2006,EUR,Slabs,def,200,mm
2006,EUR,Slabs,min,200,mm
2006,EUR,Slabs,max,200,mm
2006,EUR,Slabs,abs_min,0,mm
2006,EUR,Slabs,abs_max,inf,mm
2006,EUR,Foundation,def,240,mm
2006,EUR,Foundation,min,240,mm
2006,EUR,Foundation,max,240,mm
2006,EUR,Foundation,abs_min,0,mm
2006,EUR,Foundation,abs_max,inf,mm
2006,EUR,Structures,def,400,mm
2006,EUR,Structures,min,400,mm
2006,EUR,Structures,max,400,mm
2006,EUR,Structures,abs_min,0,mm
2006,EUR,Structures,abs_max,inf,mm
2006,ASI,Beam,def,220,mm
2006,ASI,Beam,min,220,mm
2006,ASI,Beam,max,220,mm
2006,ASI,Beam,abs_min,0,mm
2006,ASI,Beam,abs_max,inf,mm
2006,ASI,Commercial,def,152.5,mm
2006,ASI,Commercial,min,152.5,mm
2006,ASI,Commercial,max,152.5,mm
2006,ASI,Commercial,abs_min,0,mm
2006,ASI,Commercial,abs_max,inf,mm
2006,ASI,Foundation,def,240,mm
2006,ASI,Foundation,min,240,mm
2006,ASI,Foundation,max,240,mm
2006,ASI,Foundation,abs_min,0,mm
2006,ASI,Foundation,abs_max,inf,mm
2006,ASI,Non-construction,def,202.5,mm
2006,ASI,Non-construction,min,202.5,mm
2006,ASI,Non-construction,max,202.5,mm
2006,ASI,Non-construction,abs_min,0,mm
2006,ASI,Non-construction,abs_max,inf,mm
2006,ASI,Other public works,def,342.5,mm
2006,ASI,Other public works,min,342.5,mm
2006,ASI,Other public works,max,342.5,mm
2006,ASI,Other public works,abs_min,0,mm
2006,ASI,Other public works,abs_max,inf,mm
2006,ASI,Pillar,def,400,mm
2006,ASI,Pillar,min,400,mm
2006,ASI,Pillar,max,400,mm
2006,ASI,Pillar,abs_min,0,mm
2006,ASI,Pillar,abs_max,inf,mm
2006,ASI,Slabs,def,200,mm
2006,ASI,Slabs,min,200,mm
2006,ASI,Slabs,max,200,mm
2006,ASI,Slabs,abs_min,0,mm
2006,ASI,Slabs,abs_max,inf,mm
2006,ASI,Staircases,def,150,mm
2006,ASI,Staircases,min,150,mm
2006,ASI,Staircases,max,150,mm
2006,ASI,Staircases,abs_min,0,mm
2006,ASI,Staircases,abs_max,inf,mm
2006,ASI,Streets and highways,def,177.5,mm
2006,ASI,Streets and highways,min,177.5,mm
2006,ASI,Streets and highways,max,177.5,mm
2006,ASI,Streets and highways,abs_min,0,mm
2006,ASI,Streets and highways,abs_max,inf,mm
2006,ASI,Structures,def,400,mm
2006,ASI,Structures,min,400,mm
2006,ASI,Structures,max,400,mm
2006,ASI,Structures,abs_min,0,mm
2006,ASI,Structures,abs_max,inf,mm
2006,ASI,Utilities,def,305,mm
2006,ASI,Utilities,min,305,mm
2006,ASI,Utilities,max,305,mm
2006,ASI,Utilities,abs_min,0,mm
2006,ASI,Utilities,abs_max,inf,mm
2006,ASI,Wall,def,180,mm
2006,ASI,Wall,min,180,mm
2006,ASI,Wall,max,180,mm
2006,ASI,Wall,abs_min,0,mm
2006,ASI,Wall,abs_max,inf,mm
2006,ASI,Water and waste management,def,202.5,mm
2006,ASI,Water and waste management,min,202.5,mm
2006,ASI,Water and waste management,max,202.5,mm
2006,ASI,Water and waste management,abs_min,0,mm
2006,ASI,Water and waste management,abs_max,inf,mm
2006,AFR,Beam,def,220,mm
2006,AFR,Beam,min,220,mm
2006,AFR,Beam,max,220,mm
2006,AFR,Beam,abs_min,0,mm
2011,AFR,Beam,abs_max,inf,mm
2006,AFR,Commercial,def,152.5,mm
2006,AFR,Commercial,min,152.5,mm
2006,AFR,Commercial,max,152.5,mm
2006,AFR,Commercial,abs_min,0,mm
2006,AFR,Commercial,abs_max,inf,mm
2006,AFR,Foundation,def,240,mm
2006,AFR,Foundation,min,240,mm
2006,AFR,Foundation,max,240,mm
2006,AFR,Foundation,abs_min,0,mm
2006,AFR,Foundation,abs_max,inf,mm
2006,AFR,Non-construction,def,202.5,mm
2006,AFR,Non-construction,min,202.5,mm
2006,AFR,Non-construction,max,202.5,mm
2006,AFR,Non-construction,abs_min,0,mm
2006,AFR,Non-construction,abs_max,inf,mm
2006,AFR,Other public works,def,342.5,mm
2006,AFR,Other public works,min,342.5,mm
2006,AFR,Other public works,max,342.5,mm
2006,AFR,Other public works,abs_min,0,mm
2006,AFR,Other public works,abs_max,inf,mm
2006,AFR,Pillar,def,400,mm
2006,AFR,Pillar,min,400,mm
2006,AFR,Pillar,max,400,mm
2006,AFR,Pillar,abs_min,0,mm
2006,AFR,Pillar,abs_max,inf,mm
2006,AFR,Slabs,def,200,mm
2006,AFR,Slabs,min,200,mm
2006,AFR,Slabs,max,200,mm
2006,AFR,Slabs,abs_min,0,mm
2006,AFR,Slabs,abs_max,inf,mm
2006,AFR,Staircases,def,150,mm
2006,AFR,Staircases,min,150,mm
2006,AFR,Staircases,max,150,mm
2006,AFR,Staircases,abs_min,0,mm
2006,AFR,Staircases,abs_max,inf,mm
2006,AFR,Streets and highways,def,177.5,mm
2006,AFR,Streets and highways,min,177.5,mm
2006,AFR,Streets and highways,max,177.5,mm
2006,AFR,Streets and highways,abs_min,0,mm
2006,AFR,Streets and highways,abs_max,inf,mm
2006,AFR,Structures,def,400,mm
2006,AFR,Structures,min,400,mm
2006,AFR,Structures,max,400,mm
2006,AFR,Structures,abs_min,0,mm
2006,AFR,Structures,abs_max,inf,mm
2006,AFR,Utilities,def,305,mm
2006,AFR,Utilities,min,305,mm
2006,AFR,Utilities,max,305,mm
2006,AFR,Utilities,abs_min,0,mm
2006,AFR,Utilities,abs_max,inf,mm
2006,AFR,Wall,def,180,mm
2006,AFR,Wall,min,180,mm
2006,AFR,Wall,max,180,mm
2006,AFR,Wall,abs_min,0,mm
2006,AFR,Wall,abs_max,inf,mm
2006,AFR,Water and waste management,def,202.5,mm
2006,AFR,Water and waste management,min,202.5,mm
2006,AFR,Water and waste management,max,202.5,mm
2006,AFR,Water and waste management,abs_min,0,mm
2006,AFR,Water and waste management,abs_max,inf,mm
2006,ANT,Beam,def,220,mm
2006,ANT,Beam,min,220,mm
2006,ANT,Beam,max,220,mm
2006,ANT,Beam,abs_min,0,mm
2006,ANT,Beam,abs_max,inf,mm
2006,ANT,Commercial,def,152.5,mm
2006,ANT,Commercial,min,152.5,mm
2006,ANT,Commercial,max,152.5,mm
2006,ANT,Commercial,abs_min,0,mm
2006,ANT,Commercial,abs_max,inf,mm
2006,ANT,Foundation,def,240,mm
2006,ANT,Foundation,min,240,mm
2006,ANT,Foundation,max,240,mm
2006,ANT,Foundation,abs_min,0,mm
2006,ANT,Foundation,abs_max,inf,mm
2006,ANT,Non-construction,def,202.5,mm
2006,ANT,Non-construction,min,202.5,mm
2006,ANT,Non-construction,max,202.5,mm
2006,ANT,Non-construction,abs_min,0,mm
2006,ANT,Non-construction,abs_max,inf,mm
2006,ANT,Other public works,def,342.5,mm
2006,ANT,Other public works,min,342.5,mm
2006,ANT,Other public works,max,342.5,mm
2006,ANT,Other public works,abs_min,0,mm
2006,ANT,Other public works,abs_max,inf,mm
2006,ANT,Pillar,def,400,mm
2006,ANT,Pillar,min,400,mm
2006,ANT,Pillar,max,400,mm
2006,ANT,Pillar,abs_min,0,mm
2006,ANT,Pillar,abs_max,inf,mm
2006,ANT,Slabs,def,200,mm
2006,ANT,Slabs,min,200,mm
2006,ANT,Slabs,max,200,mm
2006,ANT,Slabs,abs_min,0,mm
2006,ANT,Slabs,abs_max,inf,mm
2006,ANT,Staircases,def,150,mm
2006,ANT,Staircases,min,150,mm
2006,ANT,Staircases,max,150,mm
2006,ANT,Staircases,abs_min,0,mm
2006,ANT,Staircases,abs_max,inf,mm
2006,ANT,Streets and highways,def,177.5,mm
2006,ANT,Streets and highways,min,177.5,mm
2006,ANT,Streets and highways,max,177.5,mm
2006,ANT,Streets and highways,abs_min,0,mm
2006,ANT,Streets and highways,abs_max,inf,mm
2006,ANT,Structures,def,400,mm
2006,ANT,Structures,min,400,mm
2006,ANT,Structures,max,400,mm
2006,ANT,Structures,abs_min,0,mm
2006,ANT,Structures,abs_max,inf,mm
2006,ANT,Utilities,def,305,mm
2006,ANT,Utilities,min,305,mm
2006,ANT,Utilities,max,305,mm
2006,ANT,Utilities,abs_min,0,mm
2006,ANT,Utilities,abs_max,inf,mm
2006,ANT,Wall,def,180,mm
2006,ANT,Wall,min,180,mm
2006,ANT,Wall,max,180,mm
2006,ANT,Wall,abs_min,0,mm
2006,ANT,Wall,abs_max,inf,mm
2006,ANT,Water and waste management,def,202.5,mm
2006,ANT,Water and waste management,min,202.5,mm
2006,ANT,Water and waste management,max,202.5,mm
2006,ANT,Water and waste management,abs_min,0,mm
2006,ANT,Water and waste management,abs_max,inf,mm
2006,AUS,Beam,def,220,mm
2006,AUS,Beam,min,220,mm
2006,AUS,Beam,max,220,mm
2006,AUS,Beam,abs_min,0,mm
2006,AUS,Beam,abs_max,inf,mm
2006,AUS,Commercial,def,152.5,mm
2006,AUS,Commercial,min,152.5,mm
2006,AUS,Commercial,max,152.5,mm
2006,AUS,Commercial,abs_min,0,mm
2006,AUS,Commercial,abs_max,inf,mm
2006,AUS,Foundation,def,240,mm
2006,AUS,Foundation,min,240,mm
2006,AUS,Foundation,max,240,mm
2006,AUS,Foundation,abs_min,0,mm
2006,AUS,Foundation,abs_max,inf,mm
2006,AUS,Non-construction,def,202.5,mm
2006,AUS,Non-construction,min,202.5,mm
2006,AUS,Non-construction,max,202.5,mm
2006,AUS,Non-construction,abs_min,0,mm
2006,AUS,Non-construction,abs_max,inf,mm
2006,AUS,Other public works,def,342.5,mm
2006,AUS,Other public works,min,342.5,mm
2006,AUS,Other public works,max,342.5,mm
2006,AUS,Other public works,abs_min,0,mm
2006,AUS,Other public works,abs_max,inf,mm
2006,AUS,Pillar,def,400,mm
2006,AUS,Pillar,min,400,mm
2006,AUS,Pillar,max,400,mm
2006,AUS,Pillar,abs_min,0,mm
2006,AUS,Pillar,abs_max,inf,mm
2006,AUS,Slabs,def,200,mm
2006,AUS,Slabs,min,200,mm
2006,AUS,Slabs,max,200,mm
2006,AUS,Slabs,abs_min,0,mm
2006,AUS,Slabs,abs_max,inf,mm
2006,AUS,Staircases,def,150,mm
2006,AUS,Staircases,min,150,mm
2006,AUS,Staircases,max,150,mm
2006,AUS,Staircases,abs_min,0,mm
2006,AUS,Staircases,abs_max,inf,mm
2006,AUS,Streets and highways,def,177.5,mm
2006,AUS,Streets and highways,min,177.5,mm
2006,AUS,Streets and highways,max,177.5,mm
2006,AUS,Streets and highways,abs_min,0,mm
2006,AUS,Streets and highways,abs_max,inf,mm
2006,AUS,Structures,def,400,mm
2006,AUS,Structures,min,400,mm
2006,AUS,Structures,max,400,mm
2006,AUS,Structures,abs_min,0,mm
2006,AUS,Structures,abs_max,inf,mm
2006,AUS,Utilities,def,305,mm
2006,AUS,Utilities,min,305,mm
2006,AUS,Utilities,max,305,mm
2006,AUS,Utilities,abs_min,0,mm
2006,AUS,Utilities,abs_max,inf,mm
2006,AUS,Wall,def,180,mm
2006,AUS,Wall,min,180,mm
2006,AUS,Wall,max,180,mm
2006,AUS,Wall,abs_min,0,mm
2006,AUS,Wall,abs_max,inf,mm
2006,AUS,Water and waste management,def,202.5,mm
2006,AUS,Water and waste management,min,202.5,mm
2006,AUS,Water and waste management,max,202.5,mm
2006,AUS,Water and waste management,abs_min,0,mm
2006,AUS,Water and waste management,abs_max,inf,mm
2006,NAM,Beam,def,220,mm
2006,NAM,Beam,min,220,mm
2006,NAM,Beam,max,220,mm
2006,NAM,Beam,abs_min,0,mm
2006,NAM,Beam,abs_max,inf,mm
2006,NAM,Commercial,def,152.5,mm
2006,NAM,Commercial,min,152.5,mm
2006,NAM,Commercial,max,152.5,mm
2006,NAM,Commercial,abs_min,0,mm
2006,NAM,Commercial,abs_max,inf,mm
2006,NAM,Foundation,def,240,mm
2006,NAM,Foundation,min,240,mm
2006,NAM,Foundation,max,240,mm
2006,NAM,Foundation,abs_min,0,mm
2006,NAM,Foundation,abs_max,inf,mm
2006,NAM,Non-construction,def,202.5,mm
2006,NAM,Non-construction,min,202.5,mm
2006,NAM,Non-construction,max,202.5,mm
2006,NAM,Non-construction,abs_min,0,mm
2006,NAM,Non-construction,abs_max,inf,mm
2006,NAM,Other public works,def,342.5,mm
2006,NAM,Other public works,min,342.5,mm
2006,NAM,Other public works,max,342.5,mm
2006,NAM,Other public works,abs_min,0,mm
2006,NAM,Other public works,abs_max,inf,mm
2006,NAM,Pillar,def,400,mm
2006,NAM,Pillar,min,400,mm
2006,NAM,Pillar,max,400,mm
2006,NAM,Pillar,abs_min,0,mm
2006,NAM,Pillar,abs_max,inf,mm
2006,NAM,Slabs,def,200,mm
2006,NAM,Slabs,min,200,mm
2006,NAM,Slabs,max,200,mm
2006,NAM,Slabs,abs_min,0,mm
2006,NAM,Slabs,abs_max,inf,mm
2006,NAM,Staircases,def,150,mm
2006,NAM,Staircases,min,150,mm
2006,NAM,Staircases,max,150,mm
2006,NAM,Staircases,abs_min,0,mm
2006,NAM,Staircases,abs_max,inf,mm
2006,NAM,Streets and highways,def,177.5,mm
2006,NAM,Streets and highways,min,177.5,mm
2006,NAM,Streets and highways,max,177.5,mm
2006,NAM,Streets and highways,abs_min,0,mm
2006,NAM,Streets and highways,abs_max,inf,mm
2006,NAM,Structures,def,400,mm
2006,NAM,Structures,min,400,mm
2006,NAM,Structures,max,400,mm
2006,NAM,Structures,abs_min,0,mm
2006,NAM,Structures,abs_max,inf,mm
2006,NAM,Utilities,def,305,mm
2006,NAM,Utilities,min,305,mm
2006,NAM,Utilities,max,305,mm
2006,NAM,Utilities,abs_min,0,mm
2006,NAM,Utilities,abs_max,inf,mm
2006,NAM,Wall,def,180,mm
2006,NAM,Wall,min,180,mm
2006,NAM,Wall,max,180,mm
2006,NAM,Wall,abs_min,0,mm
2006,NAM,Wall,abs_max,inf,mm
2006,NAM,Water and waste management,def,202.5,mm
2006,NAM,Water and waste management,min,202.5,mm
2006,NAM,Water and waste management,max,202.5,mm
2006,NAM,Water and waste management,abs_min,0,mm
2006,NAM,Water and waste management,abs_max,inf,mm
2006,SAM,Beam,def,220,mm
2006,SAM,Beam,min,220,mm
2006,SAM,Beam,max,220,mm
2006,SAM,Beam,abs_min,0,mm
2006,SAM,Beam,abs_max,inf,mm
2006,SAM,Commercial,def,152.5,mm
2006,SAM,Commercial,min,152.5,mm
2006,SAM,Commercial,max,152.5,mm
2006,SAM,Commercial,abs_min,0,mm
2006,SAM,Commercial,abs_max,inf,mm
2006,SAM,Foundation,def,240,mm
2006,SAM,Foundation,min,240,mm
2006,SAM,Foundation,max,240,mm
2006,SAM,Foundation,abs_min,0,mm
2006,SAM,Foundation,abs_max,inf,mm
2006,SAM,Non-construction,def,202.5,mm
2006,SAM,Non-construction,min,202.5,mm
2006,SAM,Non-construction,max,202.5,mm
2006,SAM,Non-construction,abs_min,0,mm
2006,SAM,Non-construction,abs_max,inf,mm
2006,SAM,Other public works,def,342.5,mm
2006,SAM,Other public works,min,342.5,mm
2006,SAM,Other public works,max,342.5,mm
2006,SAM,Other public works,abs_min,0,mm
2006,SAM,Other public works,abs_max,inf,mm
2006,SAM,Pillar,def,400,mm
2006,SAM,Pillar,min,400,mm
2006,SAM,Pillar,max,400,mm
2006,SAM,Pillar,abs_min,0,mm
2006,SAM,Pillar,abs_max,inf,mm
2006,SAM,Slabs,def,200,mm
2006,SAM,Slabs,min,200,mm
2006,SAM,Slabs,max,200,mm
2006,SAM,Slabs,abs_min,0,mm
2006,SAM,Slabs,abs_max,inf,mm
2006,SAM,Staircases,def,150,mm
2006,SAM,Staircases,min,150,mm
2006,SAM,Staircases,max,150,mm
2006,SAM,Staircases,abs_min,0,mm
2006,SAM,Staircases,abs_max,inf,mm
2006,SAM,Streets and highways,def,177.5,mm
2006,SAM,Streets and highways,min,177.5,mm
2006,SAM,Streets and highways,max,177.5,mm
2006,SAM,Streets and highways,abs_min,0,mm
2006,SAM,Streets and highways,abs_max,inf,mm
2006,SAM,Structures,def,400,mm
2006,SAM,Structures,min,400,mm
2006,SAM,Structures,max,400,mm
2006,SAM,Structures,abs_min,0,mm
2006,SAM,Structures,abs_max,inf,mm
2006,SAM,Utilities,def,305,mm
2006,SAM,Utilities,min,305,mm
2006,SAM,Utilities,max,305,mm
2006,SAM,Utilities,abs_min,0,mm
2006,SAM,Utilities,abs_max,inf,mm
2006,SAM,Wall,def,180,mm
2006,SAM,Wall,min,180,mm
2006,SAM,Wall,max,180,mm
2006,SAM,Wall,abs_min,0,mm
2006,SAM,Wall,abs_max,inf,mm
2006,SAM,Water and waste management,def,202.5,mm
2006,SAM,Water and waste management,min,202.5,mm
2006,SAM,Water and waste management,max,202.5,mm
2006,SAM,Water and waste management,abs_min,0,mm
2006,SAM,Water and waste management,abs_max,inf,mm
