amendment_level,climate_zone,moisture_regime,property,value,unit
medium,boreal_temperate,wet,abs_min,0.0,kg/kg
medium,boreal_temperate,dry,abs_min,0.0,kg/kg
medium,boreal_temperate,moist,abs_min,0.0,kg/kg
medium,tropical,wet,abs_min,0.0,kg/kg
medium,tropical,dry,abs_min,0.0,kg/kg
medium,tropical,moist,abs_min,0.0,kg/kg
medium,tropical-montane,wet,abs_min,0.0,kg/kg
medium,tropical-montane,dry,abs_min,0.0,kg/kg
medium,tropical-montane,moist,abs_min,0.0,kg/kg
medium,boreal,wet,abs_min,0.0,kg/kg
medium,boreal,dry,abs_min,0.0,kg/kg
medium,boreal,moist,abs_min,0.0,kg/kg
medium,temperate-warm,wet,abs_min,0.0,kg/kg
medium,temperate-warm,dry,abs_min,0.0,kg/kg
medium,temperate-warm,moist,abs_min,0.0,kg/kg
medium,temperate-cool,wet,abs_min,0.0,kg/kg
medium,temperate-cool,dry,abs_min,0.0,kg/kg
medium,temperate-cool,moist,abs_min,0.0,kg/kg
medium,temperate,wet,abs_min,0.0,kg/kg
medium,temperate,dry,abs_min,0.0,kg/kg
medium,temperate,moist,abs_min,0.0,kg/kg
high_no_manure,temperate,dry,abs_min,0.0,kg/kg
high_no_manure,temperate,wet,abs_min,0.0,kg/kg
high_no_manure,temperate,moist,abs_min,0.0,kg/kg
high_no_manure,boreal,dry,abs_min,0.0,kg/kg
high_no_manure,boreal,wet,abs_min,0.0,kg/kg
high_no_manure,boreal,moist,abs_min,0.0,kg/kg
high_no_manure,tropical,dry,abs_min,0.0,kg/kg
high_no_manure,tropical,wet,abs_min,0.0,kg/kg
high_no_manure,tropical,moist,abs_min,0.0,kg/kg
high_no_manure,tropical-montane,undefined,abs_min,0.0,kg/kg
high_with_manure,temperate,dry,abs_min,0.0,kg/kg
high_with_manure,temperate,wet,abs_min,0.0,kg/kg
high_with_manure,temperate,moist,abs_min,0.0,kg/kg
high_with_manure,boreal,dry,abs_min,0.0,kg/kg
high_with_manure,boreal,wet,abs_min,0.0,kg/kg
high_with_manure,boreal,moist,abs_min,0.0,kg/kg
high_with_manure,tropical,dry,abs_min,0.0,kg/kg
high_with_manure,tropical,wet,abs_min,0.0,kg/kg
high_with_manure,tropical,moist,abs_min,0.0,kg/kg
high_with_manure,tropical-montane,undefined,abs_min,0.0,kg/kg
low,temperate,dry,abs_max,inf,kg/kg
low,temperate,moist,abs_max,inf,kg/kg
low,temperate-warm,wet,abs_max,inf,kg/kg
low,boreal,wet,abs_max,inf,kg/kg
low,boreal,dry,abs_max,inf,kg/kg
low,boreal,moist,abs_max,inf,kg/kg
low,tropical,dry,abs_max,inf,kg/kg
low,tropical,wet,abs_max,inf,kg/kg
low,tropical,moist,abs_max,inf,kg/kg
low,tropical-montane,undefined,abs_max,inf,kg/kg
medium,boreal_temperate,wet,abs_max,inf,kg/kg
medium,boreal_temperate,dry,abs_max,inf,kg/kg
medium,boreal_temperate,moist,abs_max,inf,kg/kg
medium,tropical,wet,abs_max,inf,kg/kg
medium,tropical,dry,abs_max,inf,kg/kg
medium,tropical,moist,abs_max,inf,kg/kg
medium,tropical-montane,wet,abs_max,inf,kg/kg
medium,tropical-montane,dry,abs_max,inf,kg/kg
medium,tropical-montane,moist,abs_max,inf,kg/kg
medium,boreal,wet,abs_max,inf,kg/kg
medium,boreal,dry,abs_max,inf,kg/kg
medium,boreal,moist,abs_max,inf,kg/kg
medium,temperate-warm,wet,abs_max,inf,kg/kg
medium,temperate-warm,dry,abs_max,inf,kg/kg
medium,temperate-warm,moist,abs_max,inf,kg/kg
medium,temperate-cool,wet,abs_max,inf,kg/kg
medium,temperate-cool,dry,abs_max,inf,kg/kg
medium,temperate-cool,moist,abs_max,inf,kg/kg
medium,temperate,wet,abs_max,inf,kg/kg
medium,temperate,dry,abs_max,inf,kg/kg
medium,temperate,moist,abs_max,inf,kg/kg
high_no_manure,temperate,dry,abs_max,inf,kg/kg
high_no_manure,temperate,wet,abs_max,inf,kg/kg
high_no_manure,temperate,moist,abs_max,inf,kg/kg
high_no_manure,boreal,dry,abs_max,inf,kg/kg
high_no_manure,boreal,wet,abs_max,inf,kg/kg
high_no_manure,boreal,moist,abs_max,inf,kg/kg
high_no_manure,tropical,dry,abs_max,inf,kg/kg
high_no_manure,tropical,wet,abs_max,inf,kg/kg
high_no_manure,tropical,moist,abs_max,inf,kg/kg
high_no_manure,tropical-montane,undefined,abs_max,inf,kg/kg
high_with_manure,temperate,dry,abs_max,inf,kg/kg
high_with_manure,temperate,wet,abs_max,inf,kg/kg
high_with_manure,temperate,moist,abs_max,inf,kg/kg
high_with_manure,boreal,dry,abs_max,inf,kg/kg
high_with_manure,boreal,wet,abs_max,inf,kg/kg
high_with_manure,boreal,moist,abs_max,inf,kg/kg
high_with_manure,tropical,dry,abs_max,inf,kg/kg
high_with_manure,tropical,wet,abs_max,inf,kg/kg
high_with_manure,tropical,moist,abs_max,inf,kg/kg
high_with_manure,tropical-montane,undefined,abs_max,inf,kg/kg
medium_improved_gl,boreal_temperate,wet,def,1.0,kg/kg
medium_improved_gl,boreal_temperate,dry,def,1.0,kg/kg
medium_improved_gl,boreal_temperate,moist,def,1.0,kg/kg
medium_improved_gl,tropical,wet,def,1.0,kg/kg
medium_improved_gl,tropical,dry,def,1.0,kg/kg
medium_improved_gl,tropical,moist,def,1.0,kg/kg
medium_improved_gl,tropical-montane,wet,def,1.0,kg/kg
medium_improved_gl,tropical-montane,dry,def,1.0,kg/kg
medium_improved_gl,tropical-montane,moist,def,1.0,kg/kg
medium_improved_gl,boreal,wet,def,1.0,kg/kg
medium_improved_gl,boreal,dry,def,1.0,kg/kg
medium_improved_gl,boreal,moist,def,1.0,kg/kg
medium_improved_gl,temperate-warm,wet,def,1.0,kg/kg
medium_improved_gl,temperate-warm,dry,def,1.0,kg/kg
medium_improved_gl,temperate-warm,moist,def,1.0,kg/kg
medium_improved_gl,temperate-cool,wet,def,1.0,kg/kg
medium_improved_gl,temperate-cool,dry,def,1.0,kg/kg
medium_improved_gl,temperate-cool,moist,def,1.0,kg/kg
medium_improved_gl,temperate,wet,def,1.0,kg/kg
medium_improved_gl,temperate,dry,def,1.0,kg/kg
medium_improved_gl,temperate,moist,def,1.0,kg/kg
high_improved_gl,boreal_temperate,wet,def,1.11,kg/kg
high_improved_gl,boreal_temperate,dry,def,1.11,kg/kg
high_improved_gl,boreal_temperate,moist,def,1.11,kg/kg
high_improved_gl,tropical,wet,def,1.11,kg/kg
high_improved_gl,tropical,dry,def,1.11,kg/kg
high_improved_gl,tropical,moist,def,1.11,kg/kg
high_improved_gl,tropical-montane,wet,def,1.11,kg/kg
high_improved_gl,tropical-montane,dry,def,1.11,kg/kg
high_improved_gl,tropical-montane,moist,def,1.11,kg/kg
high_improved_gl,boreal,wet,def,1.11,kg/kg
high_improved_gl,boreal,dry,def,1.11,kg/kg
high_improved_gl,boreal,moist,def,1.11,kg/kg
high_improved_gl,temperate-warm,wet,def,1.11,kg/kg
high_improved_gl,temperate-warm,dry,def,1.11,kg/kg
high_improved_gl,temperate-warm,moist,def,1.11,kg/kg
high_improved_gl,temperate-cool,wet,def,1.11,kg/kg
high_improved_gl,temperate-cool,dry,def,1.11,kg/kg
high_improved_gl,temperate-cool,moist,def,1.11,kg/kg
high_improved_gl,temperate,wet,def,1.11,kg/kg
high_improved_gl,temperate,dry,def,1.11,kg/kg
high_improved_gl,temperate,moist,def,1.11,kg/kg
medium_improved_gl,boreal_temperate,wet,min,1.00,kg/kg
medium_improved_gl,boreal_temperate,dry,min,1.00,kg/kg
medium_improved_gl,boreal_temperate,moist,min,1.00,kg/kg
medium_improved_gl,tropical,wet,min,1.00,kg/kg
medium_improved_gl,tropical,dry,min,1.00,kg/kg
medium_improved_gl,tropical,moist,min,1.00,kg/kg
medium_improved_gl,tropical-montane,wet,min,1.00,kg/kg
medium_improved_gl,tropical-montane,dry,min,1.00,kg/kg
medium_improved_gl,tropical-montane,moist,min,1.00,kg/kg
medium_improved_gl,boreal,wet,min,1.00,kg/kg
medium_improved_gl,boreal,dry,min,1.00,kg/kg
medium_improved_gl,boreal,moist,min,1.00,kg/kg
medium_improved_gl,temperate-warm,wet,min,1.00,kg/kg
medium_improved_gl,temperate-warm,dry,min,1.00,kg/kg
medium_improved_gl,temperate-warm,moist,min,1.00,kg/kg
medium_improved_gl,temperate-cool,wet,min,1.00,kg/kg
medium_improved_gl,temperate-cool,dry,min,1.00,kg/kg
medium_improved_gl,temperate-cool,moist,min,1.00,kg/kg
medium_improved_gl,temperate,wet,min,1.00,kg/kg
medium_improved_gl,temperate,dry,min,1.00,kg/kg
medium_improved_gl,temperate,moist,min,1.00,kg/kg
high_improved_gl,boreal_temperate,wet,min,1.0323,kg/kg
high_improved_gl,boreal_temperate,dry,min,1.0323,kg/kg
high_improved_gl,boreal_temperate,moist,min,1.0323,kg/kg
high_improved_gl,tropical,wet,min,1.0323,kg/kg
high_improved_gl,tropical,dry,min,1.0323,kg/kg
high_improved_gl,tropical,moist,min,1.0323,kg/kg
high_improved_gl,tropical-montane,wet,min,1.0323,kg/kg
high_improved_gl,tropical-montane,dry,min,1.0323,kg/kg
high_improved_gl,tropical-montane,moist,min,1.0323,kg/kg
high_improved_gl,boreal,wet,min,1.0323,kg/kg
high_improved_gl,boreal,dry,min,1.0323,kg/kg
high_improved_gl,boreal,moist,min,1.0323,kg/kg
high_improved_gl,temperate-warm,wet,min,1.0323,kg/kg
high_improved_gl,temperate-warm,dry,min,1.0323,kg/kg
high_improved_gl,temperate-warm,moist,min,1.0323,kg/kg
high_improved_gl,temperate-cool,wet,min,1.0323,kg/kg
high_improved_gl,temperate-cool,dry,min,1.0323,kg/kg
high_improved_gl,temperate-cool,moist,min,1.0323,kg/kg
high_improved_gl,temperate,wet,min,1.0323,kg/kg
high_improved_gl,temperate,dry,min,1.0323,kg/kg
high_improved_gl,temperate,moist,min,1.0323,kg/kg
medium_improved_gl,boreal_temperate,wet,max,1.00,kg/kg
medium_improved_gl,boreal_temperate,dry,max,1.00,kg/kg
medium_improved_gl,boreal_temperate,moist,max,1.00,kg/kg
medium_improved_gl,tropical,wet,max,1.00,kg/kg
medium_improved_gl,tropical,dry,max,1.00,kg/kg
medium_improved_gl,tropical,moist,max,1.00,kg/kg
medium_improved_gl,tropical-montane,wet,max,1.00,kg/kg
medium_improved_gl,tropical-montane,dry,max,1.00,kg/kg
medium_improved_gl,tropical-montane,moist,max,1.00,kg/kg
medium_improved_gl,boreal,wet,max,1.00,kg/kg
medium_improved_gl,boreal,dry,max,1.00,kg/kg
medium_improved_gl,boreal,moist,max,1.00,kg/kg
medium_improved_gl,temperate-warm,wet,max,1.00,kg/kg
medium_improved_gl,temperate-warm,dry,max,1.00,kg/kg
medium_improved_gl,temperate-warm,moist,max,1.00,kg/kg
medium_improved_gl,temperate-cool,wet,max,1.00,kg/kg
medium_improved_gl,temperate-cool,dry,max,1.00,kg/kg
medium_improved_gl,temperate-cool,moist,max,1.00,kg/kg
medium_improved_gl,temperate,wet,max,1.00,kg/kg
medium_improved_gl,temperate,dry,max,1.00,kg/kg
medium_improved_gl,temperate,moist,max,1.00,kg/kg
high_improved_gl,boreal_temperate,wet,max,1.1877,kg/kg
high_improved_gl,boreal_temperate,dry,max,1.1877,kg/kg
high_improved_gl,boreal_temperate,moist,max,1.1877,kg/kg
high_improved_gl,tropical,wet,max,1.1877,kg/kg
high_improved_gl,tropical,dry,max,1.1877,kg/kg
high_improved_gl,tropical,moist,max,1.1877,kg/kg
high_improved_gl,tropical-montane,wet,max,1.1877,kg/kg
high_improved_gl,tropical-montane,dry,max,1.1877,kg/kg
high_improved_gl,tropical-montane,moist,max,1.1877,kg/kg
high_improved_gl,boreal,wet,max,1.1877,kg/kg
high_improved_gl,boreal,dry,max,1.1877,kg/kg
high_improved_gl,boreal,moist,max,1.1877,kg/kg
high_improved_gl,temperate-warm,wet,max,1.1877,kg/kg
high_improved_gl,temperate-warm,dry,max,1.1877,kg/kg
high_improved_gl,temperate-warm,moist,max,1.1877,kg/kg
high_improved_gl,temperate-cool,wet,max,1.1877,kg/kg
high_improved_gl,temperate-cool,dry,max,1.1877,kg/kg
high_improved_gl,temperate-cool,moist,max,1.1877,kg/kg
high_improved_gl,temperate,wet,max,1.1877,kg/kg
high_improved_gl,temperate,dry,max,1.1877,kg/kg
high_improved_gl,temperate,moist,max,1.1877,kg/kg
medium_improved_gl,boreal_temperate,wet,abs_min,0.0,kg/kg
medium_improved_gl,boreal_temperate,dry,abs_min,0.0,kg/kg
medium_improved_gl,boreal_temperate,moist,abs_min,0.0,kg/kg
medium_improved_gl,tropical,wet,abs_min,0.0,kg/kg
medium_improved_gl,tropical,dry,abs_min,0.0,kg/kg
medium_improved_gl,tropical,moist,abs_min,0.0,kg/kg
medium_improved_gl,tropical-montane,wet,abs_min,0.0,kg/kg
medium_improved_gl,tropical-montane,dry,abs_min,0.0,kg/kg
medium_improved_gl,tropical-montane,moist,abs_min,0.0,kg/kg
medium_improved_gl,boreal,wet,abs_min,0.0,kg/kg
medium_improved_gl,boreal,dry,abs_min,0.0,kg/kg
medium_improved_gl,boreal,moist,abs_min,0.0,kg/kg
medium_improved_gl,temperate-warm,wet,abs_min,0.0,kg/kg
medium_improved_gl,temperate-warm,dry,abs_min,0.0,kg/kg
medium_improved_gl,temperate-warm,moist,abs_min,0.0,kg/kg
medium_improved_gl,temperate-cool,wet,abs_min,0.0,kg/kg
medium_improved_gl,temperate-cool,dry,abs_min,0.0,kg/kg
medium_improved_gl,temperate-cool,moist,abs_min,0.0,kg/kg
medium_improved_gl,temperate,wet,abs_min,0.0,kg/kg
medium_improved_gl,temperate,dry,abs_min,0.0,kg/kg
medium_improved_gl,temperate,moist,abs_min,0.0,kg/kg
high_improved_gl,boreal_temperate,wet,abs_min,0.0,kg/kg
high_improved_gl,boreal_temperate,dry,abs_min,0.0,kg/kg
high_improved_gl,boreal_temperate,moist,abs_min,0.0,kg/kg
high_improved_gl,tropical,wet,abs_min,0.0,kg/kg
high_improved_gl,tropical,dry,abs_min,0.0,kg/kg
high_improved_gl,tropical,moist,abs_min,0.0,kg/kg
high_improved_gl,tropical-montane,wet,abs_min,0.0,kg/kg
high_improved_gl,tropical-montane,dry,abs_min,0.0,kg/kg
high_improved_gl,tropical-montane,moist,abs_min,0.0,kg/kg
high_improved_gl,boreal,wet,abs_min,0.0,kg/kg
high_improved_gl,boreal,dry,abs_min,0.0,kg/kg
high_improved_gl,boreal,moist,abs_min,0.0,kg/kg
high_improved_gl,temperate-warm,wet,abs_min,0.0,kg/kg
high_improved_gl,temperate-warm,dry,abs_min,0.0,kg/kg
high_improved_gl,temperate-warm,moist,abs_min,0.0,kg/kg
high_improved_gl,temperate-cool,wet,abs_min,0.0,kg/kg
high_improved_gl,temperate-cool,dry,abs_min,0.0,kg/kg
high_improved_gl,temperate-cool,moist,abs_min,0.0,kg/kg
high_improved_gl,temperate,wet,abs_min,0.0,kg/kg
high_improved_gl,temperate,dry,abs_min,0.0,kg/kg
high_improved_gl,temperate,moist,abs_min,0.0,kg/kg
medium_improved_gl,boreal_temperate,wet,abs_max,inf,kg/kg
medium_improved_gl,boreal_temperate,dry,abs_max,inf,kg/kg
medium_improved_gl,boreal_temperate,moist,abs_max,inf,kg/kg
medium_improved_gl,tropical,wet,abs_max,inf,kg/kg
medium_improved_gl,tropical,dry,abs_max,inf,kg/kg
medium_improved_gl,tropical,moist,abs_max,inf,kg/kg
medium_improved_gl,tropical-montane,wet,abs_max,inf,kg/kg
medium_improved_gl,tropical-montane,dry,abs_max,inf,kg/kg
medium_improved_gl,tropical-montane,moist,abs_max,inf,kg/kg
medium_improved_gl,boreal,wet,abs_max,inf,kg/kg
medium_improved_gl,boreal,dry,abs_max,inf,kg/kg
medium_improved_gl,boreal,moist,abs_max,inf,kg/kg
medium_improved_gl,temperate-warm,wet,abs_max,inf,kg/kg
medium_improved_gl,temperate-warm,dry,abs_max,inf,kg/kg
medium_improved_gl,temperate-warm,moist,abs_max,inf,kg/kg
medium_improved_gl,temperate-cool,wet,abs_max,inf,kg/kg
medium_improved_gl,temperate-cool,dry,abs_max,inf,kg/kg
medium_improved_gl,temperate-cool,moist,abs_max,inf,kg/kg
medium_improved_gl,temperate,wet,abs_max,inf,kg/kg
medium_improved_gl,temperate,dry,abs_max,inf,kg/kg
medium_improved_gl,temperate,moist,abs_max,inf,kg/kg
high_improved_gl,boreal_temperate,wet,abs_max,inf,kg/kg
high_improved_gl,boreal_temperate,dry,abs_max,inf,kg/kg
high_improved_gl,boreal_temperate,moist,abs_max,inf,kg/kg
high_improved_gl,tropical,wet,abs_max,inf,kg/kg
high_improved_gl,tropical,dry,abs_max,inf,kg/kg
high_improved_gl,tropical,moist,abs_max,inf,kg/kg
high_improved_gl,tropical-montane,wet,abs_max,inf,kg/kg
high_improved_gl,tropical-montane,dry,abs_max,inf,kg/kg
high_improved_gl,tropical-montane,moist,abs_max,inf,kg/kg
high_improved_gl,boreal,wet,abs_max,inf,kg/kg
high_improved_gl,boreal,dry,abs_max,inf,kg/kg
high_improved_gl,boreal,moist,abs_max,inf,kg/kg
high_improved_gl,temperate-warm,wet,abs_max,inf,kg/kg
high_improved_gl,temperate-warm,dry,abs_max,inf,kg/kg
high_improved_gl,temperate-warm,moist,abs_max,inf,kg/kg
high_improved_gl,temperate-cool,wet,abs_max,inf,kg/kg
high_improved_gl,temperate-cool,dry,abs_max,inf,kg/kg
high_improved_gl,temperate-cool,moist,abs_max,inf,kg/kg
high_improved_gl,temperate,wet,abs_max,inf,kg/kg
high_improved_gl,temperate,dry,abs_max,inf,kg/kg
high_improved_gl,temperate,moist,abs_max,inf,kg/kg
