region,year,property,value,unit
AT,2018,def,5421000,tonnes
AT,2019,def,5264000,tonnes
AT,2020,def,5404000,tonnes
AT,2021,def,5400000,tonnes
AZ,2007,def,1693000,tonnes
AZ,2008,def,1595000,tonnes
AZ,2009,def,1286000,tonnes
AZ,2010,def,1279000,tonnes
AZ,2011,def,1450000,tonnes
AZ,2012,def,1966000,tonnes
AZ,2013,def,2296000,tonnes
AZ,2014,def,2941000,tonnes
AZ,2015,def,2683000,tonnes
AZ,2016,def,2310000,tonnes
AZ,2017,def,2955000,tonnes
AZ,2018,def,3445000,tonnes
AZ,2019,def,3488000,tonnes
AZ,2020,def,3237000,tonnes
AZ,2021,def,3440000,tonnes
BH,2007,def,400000,tonnes
BH,2008,def,438000,tonnes
BH,2009,def,700000,tonnes
BH,2010,def,700000,tonnes
BH,2011,def,800000,tonnes
BH,2012,def,1350000,tonnes
BH,2013,def,1300000,tonnes
BH,2014,def,1300000,tonnes
BH,2015,def,1300000,tonnes
BH,2016,def,1400000,tonnes
BH,2017,def,1490000,tonnes
BH,2018,def,1170000,tonnes
BH,2019,def,670000,tonnes
BH,2020,def,610000,tonnes
BH,2021,def,610000,tonnes
BD,2007,def,5100000,tonnes
BD,2008,def,5000000,tonnes
BD,2009,def,5000000,tonnes
BD,2010,def,5000000,tonnes
BD,2011,def,5000000,tonnes
BD,2012,def,15250000,tonnes
BD,2013,def,16780000,tonnes
BD,2014,def,17000000,tonnes
BD,2015,def,18000000,tonnes
BD,2016,def,18000000,tonnes
BD,2017,def,27240000,tonnes
BD,2018,def,31500000,tonnes
BD,2019,def,33800000,tonnes
BD,2020,def,31400000,tonnes
BD,2021,def,34200000,tonnes
BB,2007,def,294000,tonnes
BB,2008,def,316000,tonnes
BB,2009,def,301000,tonnes
BB,2010,def,300000,tonnes
BB,2011,def,300000,tonnes
BB,2012,def,176000,tonnes
BB,2013,def,160000,tonnes
BB,2014,def,160000,tonnes
BB,2015,def,160000,tonnes
BB,2016,def,160000,tonnes
BB,2017,def,240000,tonnes
BB,2018,def,240000,tonnes
BB,2019,def,240000,tonnes
BB,2020,def,180000,tonnes
BB,2021,def,240000,tonnes
BY,2007,def,3821000,tonnes
BY,2008,def,4219000,tonnes
BY,2009,def,4350000,tonnes
BY,2010,def,4531000,tonnes
BY,2011,def,4700000,tonnes
BY,2012,def,4906000,tonnes
BY,2013,def,5057000,tonnes
BY,2014,def,5617000,tonnes
BY,2015,def,4638000,tonnes
BY,2016,def,4503000,tonnes
BY,2017,def,4490000,tonnes
BY,2018,def,4519000,tonnes
BY,2019,def,4728000,tonnes
BY,2020,def,4736000,tonnes
BY,2021,def,4985000,tonnes
BE,2007,def,9571000,tonnes
BE,2008,def,6225000,tonnes
BE,2009,def,9403000,tonnes
BE,2010,def,8722000,tonnes
BE,2011,def,8700000,tonnes
BE,2012,def,6280000,tonnes
BE,2013,def,6119000,tonnes
BE,2014,def,6120000,tonnes
BE,2015,def,6400000,tonnes
BE,2016,def,6290000,tonnes
BE,2017,def,7314000,tonnes
BE,2018,def,7546000,tonnes
BE,2019,def,7857000,tonnes
BE,2020,def,6820000,tonnes
BE,2021,def,7400000,tonnes
BJ,2007,def,1550000,tonnes
BJ,2008,def,1500000,tonnes
BJ,2009,def,1500000,tonnes
BJ,2010,def,1430000,tonnes
BJ,2011,def,800000,tonnes
BJ,2012,def,1390000,tonnes
BJ,2013,def,1422000,tonnes
BJ,2014,def,1396000,tonnes
BJ,2015,def,1800000,tonnes
BJ,2016,def,1800000,tonnes
BJ,2017,def,1373000,tonnes
BJ,2018,def,2530000,tonnes
BJ,2019,def,2320000,tonnes
BJ,2020,def,2380000,tonnes
BJ,2021,def,2340000,tonnes
BT,2007,def,180000,tonnes
BT,2008,def,180000,tonnes
BT,2009,def,180000,tonnes
BT,2010,def,200000,tonnes
BT,2011,def,200000,tonnes
BT,2012,def,521000,tonnes
BT,2013,def,570000,tonnes
BT,2014,def,690000,tonnes
BT,2015,def,791000,tonnes
BT,2016,def,940000,tonnes
BT,2017,def,895000,tonnes
BT,2018,def,941000,tonnes
BT,2019,def,1190000,tonnes
BT,2020,def,810000,tonnes
BT,2021,def,1100000,tonnes
BO,2007,def,1739000,tonnes
BO,2008,def,1985000,tonnes
BO,2009,def,2292000,tonnes
BO,2010,def,2414000,tonnes
BO,2011,def,2658000,tonnes
BO,2012,def,2714000,tonnes
BO,2013,def,3061000,tonnes
BO,2014,def,3337000,tonnes
BO,2015,def,3468000,tonnes
BO,2016,def,3601000,tonnes
BO,2017,def,3611000,tonnes
BO,2018,def,3655000,tonnes
BO,2019,def,3950000,tonnes
BO,2020,def,3210000,tonnes
BO,2021,def,3500000,tonnes
BA,2007,def,1283000,tonnes
BA,2008,def,1406000,tonnes
BA,2009,def,1074000,tonnes
BA,2010,def,949000,tonnes
BA,2011,def,893000,tonnes
BA,2012,def,846000,tonnes
BA,2013,def,882000,tonnes
BA,2014,def,840000,tonnes
BA,2015,def,808000,tonnes
BA,2016,def,841000,tonnes
BA,2017,def,910000,tonnes
BA,2018,def,995000,tonnes
BA,2019,def,955000,tonnes
BA,2020,def,1126000,tonnes
BA,2021,def,1097000,tonnes
BW,2012,def,15000,tonnes
BW,2013,def,15000,tonnes
BW,2014,def,15000,tonnes
BW,2015,def,15000,tonnes
BW,2016,def,15000,tonnes
BW,2017,def,15000,tonnes
BW,2018,def,1000,tonnes
BW,2019,def,,tonnes
BW,2020,def,,tonnes
BW,2021,def,,tonnes
BR,2007,def,46551000,tonnes
BR,2008,def,51970000,tonnes
BR,2009,def,51748000,tonnes
BR,2010,def,59118000,tonnes
BR,2011,def,64093000,tonnes
BR,2012,def,69323000,tonnes
BR,2013,def,69975000,tonnes
BR,2014,def,71254000,tonnes
BR,2015,def,65283000,tonnes
BR,2016,def,57557000,tonnes
BR,2017,def,54004000,tonnes
BR,2018,def,53553000,tonnes
BR,2019,def,56611000,tonnes
BR,2020,def,61052000,tonnes
BR,2021,def,65884000,tonnes
BN,2007,def,200000,tonnes
BN,2008,def,240000,tonnes
BN,2009,def,220000,tonnes
BN,2010,def,220000,tonnes
BN,2011,def,230000,tonnes
BN,2012,def,330000,tonnes
BN,2013,def,340000,tonnes
BN,2014,def,240000,tonnes
BN,2015,def,230000,tonnes
BN,2016,def,230000,tonnes
BN,2017,def,270000,tonnes
BN,2018,def,290000,tonnes
BN,2019,def,290000,tonnes
BN,2020,def,250000,tonnes
BN,2021,def,260000,tonnes
BG,2007,def,4413000,tonnes
BG,2008,def,4903000,tonnes
BG,2009,def,2662000,tonnes
BG,2010,def,1966000,tonnes
BG,2011,def,1900000,tonnes
BG,2012,def,1803000,tonnes
BG,2013,def,1812000,tonnes
BG,2014,def,1785000,tonnes
BG,2015,def,2114000,tonnes
BG,2016,def,1994000,tonnes
BG,2017,def,2117000,tonnes
BG,2018,def,2331000,tonnes
BG,2019,def,2456000,tonnes
BG,2020,def,2000000,tonnes
BG,2021,def,1989000,tonnes
BF,2007,def,30000,tonnes
BF,2008,def,30000,tonnes
BF,2009,def,30000,tonnes
BF,2010,def,30000,tonnes
BF,2011,def,30000,tonnes
BF,2012,def,659000,tonnes
BF,2013,def,580000,tonnes
BF,2014,def,403000,tonnes
BF,2015,def,263000,tonnes
BF,2016,def,300000,tonnes
BF,2017,def,1800000,tonnes
BF,2018,def,2150000,tonnes
BF,2019,def,2745000,tonnes
BF,2020,def,2190000,tonnes
BF,2021,def,3040000,tonnes
MM,2007,def,608000,tonnes
MM,2008,def,676000,tonnes
MM,2009,def,670000,tonnes
MM,2010,def,534000,tonnes
MM,2011,def,535000,tonnes
MM,2012,def,922000,tonnes
MM,2013,def,1121000,tonnes
MM,2014,def,1317000,tonnes
MM,2015,def,903000,tonnes
MM,2016,def,2603000,tonnes
MM,2017,def,5480000,tonnes
MM,2018,def,4500000,tonnes
MM,2019,def,5100000,tonnes
MM,2020,def,6000000,tonnes
MM,2021,def,6700000,tonnes
BI,2012,def,71000,tonnes
BI,2013,def,100000,tonnes
BI,2014,def,70000,tonnes
BI,2015,def,100000,tonnes
BI,2016,def,100000,tonnes
BI,2017,def,45000,tonnes
BI,2018,def,100000,tonnes
BI,2019,def,75000,tonnes
BI,2020,def,210000,tonnes
BI,2021,def,180000,tonnes
KH,2007,def,87000,tonnes
KH,2008,def,772000,tonnes
KH,2009,def,934000,tonnes
KH,2010,def,789000,tonnes
KH,2011,def,790000,tonnes
KH,2012,def,980000,tonnes
KH,2013,def,1060000,tonnes
KH,2014,def,1400000,tonnes
KH,2015,def,1500000,tonnes
KH,2016,def,1600000,tonnes
KH,2017,def,3400000,tonnes
KH,2018,def,4900000,tonnes
KH,2019,def,7400000,tonnes
KH,2020,def,7900000,tonnes
KH,2021,def,8700000,tonnes
CM,2007,def,1150000,tonnes
CM,2008,def,1000000,tonnes
CM,2009,def,1000000,tonnes
CM,2010,def,1000000,tonnes
CM,2011,def,1000000,tonnes
CM,2012,def,1275000,tonnes
CM,2013,def,1400000,tonnes
CM,2014,def,1300000,tonnes
CM,2015,def,1600000,tonnes
CM,2016,def,2600000,tonnes
CM,2017,def,2560000,tonnes
CM,2018,def,2830000,tonnes
CM,2019,def,2780000,tonnes
CM,2020,def,3440000,tonnes
CM,2021,def,4500000,tonnes
CA,2007,def,15078000,tonnes
CA,2008,def,13672000,tonnes
CA,2009,def,10985000,tonnes
CA,2010,def,12431000,tonnes
CA,2011,def,12001000,tonnes
CA,2012,def,12465000,tonnes
CA,2013,def,11611000,tonnes
CA,2014,def,11879000,tonnes
CA,2015,def,12167000,tonnes
CA,2016,def,11870000,tonnes
CA,2017,def,12706000,tonnes
CA,2018,def,13554000,tonnes
CA,2019,def,13120000,tonnes
CA,2020,def,13000000,tonnes
CA,2021,def,14000000,tonnes
TD,2012,def,140000,tonnes
TD,2013,def,180000,tonnes
TD,2014,def,200000,tonnes
TD,2015,def,200000,tonnes
TD,2016,def,200000,tonnes
TD,2017,def,350000,tonnes
TD,2018,def,370000,tonnes
TD,2019,def,410000,tonnes
TD,2020,def,390000,tonnes
TD,2021,def,510000,tonnes
CL,2007,def,4440000,tonnes
CL,2008,def,4622000,tonnes
CL,2009,def,3876000,tonnes
CL,2010,def,3871000,tonnes
CL,2011,def,4406000,tonnes
CL,2012,def,4722000,tonnes
CL,2013,def,4880000,tonnes
CL,2014,def,5000000,tonnes
CL,2015,def,4800000,tonnes
CL,2016,def,5000000,tonnes
CL,2017,def,4000000,tonnes
CL,2018,def,4750000,tonnes
CL,2019,def,5030000,tonnes
CL,2020,def,4280000,tonnes
CL,2021,def,4750000,tonnes
CN,2007,def,1361170000,tonnes
CN,2008,def,1400000000,tonnes
CN,2009,def,1644000000,tonnes
CN,2010,def,1820000000,tonnes
CN,2011,def,2099000000,tonnes
CN,2012,def,2210000000,tonnes
CN,2013,def,2411000000,tonnes
CN,2014,def,2492000000,tonnes
CN,2015,def,2359000000,tonnes
CN,2016,def,2410000000,tonnes
CN,2017,def,2331000000,tonnes
CN,2018,def,2236000000,tonnes
CN,2019,def,2340000000,tonnes
CN,2020,def,2377000000,tonnes
CN,2021,def,2360000000,tonnes
CO,2007,def,11068000,tonnes
CO,2008,def,10456000,tonnes
CO,2009,def,9232000,tonnes
CO,2010,def,9488000,tonnes
CO,2011,def,10777000,tonnes
CO,2012,def,10925000,tonnes
CO,2013,def,11252000,tonnes
CO,2014,def,12384000,tonnes
CO,2015,def,13153000,tonnes
CO,2016,def,12495000,tonnes
CO,2017,def,12299000,tonnes
CO,2018,def,12452000,tonnes
CO,2019,def,13013000,tonnes
CO,2020,def,11849000,tonnes
CO,2021,def,13797000,tonnes
CG,2007,def,100000,tonnes
CG,2008,def,105000,tonnes
CG,2009,def,110000,tonnes
CG,2010,def,80000,tonnes
CG,2011,def,100000,tonnes
CG,2012,def,150000,tonnes
CG,2013,def,250000,tonnes
CG,2014,def,460000,tonnes
CG,2015,def,700000,tonnes
CG,2016,def,950000,tonnes
CG,2017,def,1050000,tonnes
CG,2018,def,700000,tonnes
CG,2019,def,730000,tonnes
CG,2020,def,600000,tonnes
CG,2021,def,800000,tonnes
CD,2007,def,530000,tonnes
CD,2008,def,411000,tonnes
CD,2009,def,460000,tonnes
CD,2010,def,490000,tonnes
CD,2011,def,382000,tonnes
CD,2012,def,413000,tonnes
CD,2013,def,447000,tonnes
CD,2014,def,330000,tonnes
CD,2015,def,399000,tonnes
CD,2016,def,208000,tonnes
CD,2017,def,900000,tonnes
CD,2018,def,1169000,tonnes
CD,2019,def,1383000,tonnes
CD,2020,def,1285000,tonnes
CD,2021,def,1560000,tonnes
CR,2007,def,2300000,tonnes
CR,2008,def,2500000,tonnes
CR,2009,def,1498000,tonnes
CR,2010,def,1276000,tonnes
CR,2011,def,1600000,tonnes
CR,2012,def,1400000,tonnes
CR,2013,def,1460000,tonnes
CR,2014,def,1500000,tonnes
CR,2015,def,1600000,tonnes
CR,2016,def,1600000,tonnes
CR,2017,def,1364000,tonnes
CR,2018,def,1340000,tonnes
CR,2019,def,1220000,tonnes
CR,2020,def,972000,tonnes
CR,2021,def,975000,tonnes
CI,2007,def,469000,tonnes
CI,2008,def,360000,tonnes
CI,2009,def,283000,tonnes
CI,2010,def,280000,tonnes
CI,2011,def,300000,tonnes
CI,2012,def,1900000,tonnes
CI,2013,def,2300000,tonnes
CI,2014,def,2690000,tonnes
CI,2015,def,3100000,tonnes
CI,2016,def,3600000,tonnes
CI,2017,def,3500000,tonnes
CI,2018,def,4500000,tonnes
CI,2019,def,4900000,tonnes
CI,2020,def,5000000,tonnes
CI,2021,def,5000000,tonnes
HR,2007,def,3587000,tonnes
HR,2008,def,3637000,tonnes
HR,2009,def,2838000,tonnes
HR,2010,def,2664000,tonnes
HR,2011,def,2700000,tonnes
HR,2012,def,2254000,tonnes
HR,2013,def,2436000,tonnes
HR,2014,def,2471000,tonnes
HR,2015,def,2449000,tonnes
HR,2016,def,2300000,tonnes
HR,2017,def,2608000,tonnes
HR,2018,def,2828000,tonnes
HR,2019,def,2968000,tonnes
HR,2020,def,2976000,tonnes
HR,2021,def,2764000,tonnes
CU,2007,def,1805000,tonnes
CU,2008,def,1707000,tonnes
CU,2009,def,1626000,tonnes
CU,2010,def,1600000,tonnes
CU,2011,def,1600000,tonnes
CU,2012,def,1825000,tonnes
CU,2013,def,1659000,tonnes
CU,2014,def,1580000,tonnes
CU,2015,def,1518000,tonnes
CU,2016,def,1493000,tonnes
CU,2017,def,1431000,tonnes
CU,2018,def,1590000,tonnes
CU,2019,def,1407000,tonnes
CU,2020,def,1015000,tonnes
CU,2021,def,817000,tonnes
CY,2007,def,1873000,tonnes
CY,2008,def,1900000,tonnes
CY,2009,def,1481000,tonnes
CY,2010,def,1329000,tonnes
CY,2011,def,1400000,tonnes
CY,2012,def,1026000,tonnes
CY,2013,def,855000,tonnes
CY,2014,def,735000,tonnes
CY,2015,def,788000,tonnes
CY,2016,def,1099000,tonnes
CY,2017,def,1319000,tonnes
CY,2018,def,1358000,tonnes
CY,2019,def,1537000,tonnes
CY,2020,def,1496000,tonnes
CY,2021,def,1440000,tonnes
CZ,2007,def,4899000,tonnes
CZ,2008,def,4710000,tonnes
CZ,2009,def,3637000,tonnes
CZ,2010,def,3345000,tonnes
CZ,2011,def,3830000,tonnes
CZ,2012,def,3434000,tonnes
CZ,2013,def,3211000,tonnes
CZ,2014,def,3511000,tonnes
CZ,2015,def,3781000,tonnes
CZ,2016,def,3937000,tonnes
CZ,2017,def,4043000,tonnes
CZ,2018,def,4428000,tonnes
CZ,2019,def,4569000,tonnes
CZ,2020,def,4513000,tonnes
CZ,2021,def,4720000,tonnes
DK,2007,def,2871000,tonnes
DK,2008,def,2539000,tonnes
DK,2009,def,1578000,tonnes
DK,2010,def,2000000,tonnes
DK,2011,def,1800000,tonnes
DK,2012,def,1798000,tonnes
DK,2013,def,1830000,tonnes
DK,2014,def,1876000,tonnes
DK,2015,def,1900000,tonnes
DK,2016,def,1900000,tonnes
DK,2017,def,2360000,tonnes
DK,2018,def,2200000,tonnes
DK,2019,def,2250000,tonnes
DK,2020,def,2490000,tonnes
DK,2021,def,2670000,tonnes
DJ,2012,def,,tonnes
DJ,2013,def,150000,tonnes
DJ,2014,def,170000,tonnes
DJ,2015,def,180000,tonnes
DJ,2016,def,180000,tonnes
DJ,2017,def,160000,tonnes
DJ,2018,def,224000,tonnes
DJ,2019,def,250000,tonnes
DJ,2020,def,240000,tonnes
DJ,2021,def,360000,tonnes
DO,2007,def,4100000,tonnes
DO,2008,def,4000000,tonnes
DO,2009,def,3000000,tonnes
DO,2010,def,3000000,tonnes
DO,2011,def,3000000,tonnes
DO,2012,def,4130000,tonnes
DO,2013,def,4246000,tonnes
DO,2014,def,5018000,tonnes
DO,2015,def,5181000,tonnes
DO,2016,def,5171000,tonnes
DO,2017,def,5254000,tonnes
DO,2018,def,5430000,tonnes
DO,2019,def,5644000,tonnes
DO,2020,def,5200000,tonnes
DO,2021,def,6500000,tonnes
EC,2007,def,4420000,tonnes
EC,2008,def,5493000,tonnes
EC,2009,def,4990000,tonnes
EC,2010,def,5500000,tonnes
EC,2011,def,6000000,tonnes
EC,2012,def,6025000,tonnes
EC,2013,def,6670000,tonnes
EC,2014,def,6600000,tonnes
EC,2015,def,5900000,tonnes
EC,2016,def,5600000,tonnes
EC,2017,def,5690000,tonnes
EC,2018,def,5800000,tonnes
EC,2019,def,5550000,tonnes
EC,2020,def,5000000,tonnes
EC,2021,def,5400000,tonnes
EG,2007,def,40400000,tonnes
EG,2008,def,39844000,tonnes
EG,2009,def,46900000,tonnes
EG,2010,def,47800000,tonnes
EG,2011,def,44000000,tonnes
EG,2012,def,55200000,tonnes
EG,2013,def,50000000,tonnes
EG,2014,def,52080000,tonnes
EG,2015,def,53940000,tonnes
EG,2016,def,55000000,tonnes
EG,2017,def,53900000,tonnes
EG,2018,def,52000000,tonnes
EG,2019,def,48700000,tonnes
EG,2020,def,44900000,tonnes
EG,2021,def,50000000,tonnes
SV,2007,def,1300000,tonnes
SV,2008,def,1300000,tonnes
SV,2009,def,1212000,tonnes
SV,2010,def,1200000,tonnes
SV,2011,def,1200000,tonnes
SV,2012,def,1380000,tonnes
SV,2013,def,1200000,tonnes
SV,2014,def,1000000,tonnes
SV,2015,def,1000000,tonnes
SV,2016,def,1000000,tonnes
SV,2017,def,900000,tonnes
SV,2018,def,1089000,tonnes
SV,2019,def,1280000,tonnes
SV,2020,def,1000000,tonnes
SV,2021,def,1070000,tonnes
ER,2007,def,45000,tonnes
ER,2008,def,45000,tonnes
ER,2009,def,45000,tonnes
ER,2010,def,45000,tonnes
ER,2011,def,45000,tonnes
ER,2012,def,230000,tonnes
ER,2013,def,230000,tonnes
ER,2014,def,290000,tonnes
ER,2015,def,200000,tonnes
ER,2016,def,200000,tonnes
ER,2017,def,180000,tonnes
ER,2018,def,180000,tonnes
ER,2019,def,180000,tonnes
ER,2020,def,160000,tonnes
ER,2021,def,180000,tonnes
EE,2007,def,937000,tonnes
EE,2008,def,808000,tonnes
EE,2009,def,326000,tonnes
EE,2010,def,375000,tonnes
EE,2011,def,375000,tonnes
EE,2012,def,482000,tonnes
EE,2013,def,457000,tonnes
EE,2014,def,447000,tonnes
EE,2015,def,390000,tonnes
EE,2016,def,395000,tonnes
EE,2017,def,503000,tonnes
EE,2018,def,527000,tonnes
EE,2019,def,411000,tonnes
EE,2020,def,254000,tonnes
EE,2021,def,366000,tonnes
ET,2007,def,1626000,tonnes
ET,2008,def,1834000,tonnes
ET,2009,def,2100000,tonnes
ET,2010,def,2900000,tonnes
ET,2011,def,4000000,tonnes
ET,2012,def,3548000,tonnes
ET,2013,def,4493000,tonnes
ET,2014,def,5424000,tonnes
ET,2015,def,7500000,tonnes
ET,2016,def,8300000,tonnes
ET,2017,def,9100000,tonnes
ET,2018,def,9500000,tonnes
ET,2019,def,9600000,tonnes
ET,2020,def,9700000,tonnes
ET,2021,def,9500000,tonnes
FJ,2007,def,145000,tonnes
FJ,2008,def,143000,tonnes
FJ,2009,def,110000,tonnes
FJ,2010,def,120000,tonnes
FJ,2011,def,120000,tonnes
FJ,2012,def,150000,tonnes
FJ,2013,def,181000,tonnes
FJ,2014,def,188000,tonnes
FJ,2015,def,204000,tonnes
FJ,2016,def,220000,tonnes
FJ,2017,def,141000,tonnes
FJ,2018,def,143000,tonnes
FJ,2019,def,128000,tonnes
FJ,2020,def,97000,tonnes
FJ,2021,def,100000,tonnes
FI,2007,def,1743000,tonnes
FI,2008,def,1745000,tonnes
FI,2009,def,1052000,tonnes
FI,2010,def,1050000,tonnes
FI,2011,def,1050000,tonnes
FI,2012,def,1300000,tonnes
FI,2013,def,1300000,tonnes
FI,2014,def,1250000,tonnes
FI,2015,def,1300000,tonnes
FI,2016,def,1300000,tonnes
FI,2017,def,1510000,tonnes
FI,2018,def,1460000,tonnes
FI,2019,def,1430000,tonnes
FI,2020,def,1470000,tonnes
FI,2021,def,1500000,tonnes
FR,2007,def,22300000,tonnes
FR,2008,def,21443000,tonnes
FR,2009,def,18300000,tonnes
FR,2010,def,17998000,tonnes
FR,2011,def,19433000,tonnes
FR,2012,def,17810000,tonnes
FR,2013,def,18018000,tonnes
FR,2014,def,16400000,tonnes
FR,2015,def,15600000,tonnes
FR,2016,def,16000000,tonnes
FR,2017,def,16900000,tonnes
FR,2018,def,16500000,tonnes
FR,2019,def,16500000,tonnes
FR,2020,def,16700000,tonnes
FR,2021,def,16900000,tonnes
GF,2007,def,62000,tonnes
GF,2008,def,62000,tonnes
GF,2009,def,62000,tonnes
GF,2010,def,62000,tonnes
GF,2011,def,62000,tonnes
GF,2012,def,100000,tonnes
GF,2013,def,94000,tonnes
GF,2014,def,87000,tonnes
GF,2015,def,76000,tonnes
GF,2016,def,76000,tonnes
GF,2017,def,80000,tonnes
GF,2018,def,93000,tonnes
GF,2019,def,95000,tonnes
GF,2020,def,90000,tonnes
GF,2021,def,100000,tonnes
GA,2007,def,229000,tonnes
GA,2008,def,230000,tonnes
GA,2009,def,250000,tonnes
GA,2010,def,200000,tonnes
GA,2011,def,200000,tonnes
GA,2012,def,200000,tonnes
GA,2013,def,170000,tonnes
GA,2014,def,170000,tonnes
GA,2015,def,150000,tonnes
GA,2016,def,225000,tonnes
GA,2017,def,370000,tonnes
GA,2018,def,490000,tonnes
GA,2019,def,540000,tonnes
GA,2020,def,510000,tonnes
GA,2021,def,510000,tonnes
GE,2007,def,450000,tonnes
GE,2008,def,450000,tonnes
GE,2009,def,870000,tonnes
GE,2010,def,857000,tonnes
GE,2011,def,865000,tonnes
GE,2012,def,1546000,tonnes
GE,2013,def,1619000,tonnes
GE,2014,def,1626000,tonnes
GE,2015,def,1759000,tonnes
GE,2016,def,1809000,tonnes
GE,2017,def,2058000,tonnes
GE,2018,def,1981000,tonnes
GE,2019,def,2681000,tonnes
GE,2020,def,2446000,tonnes
GE,2021,def,2683000,tonnes
DE,2007,def,33382000,tonnes
DE,2008,def,33581000,tonnes
DE,2009,def,30441000,tonnes
DE,2010,def,29915000,tonnes
DE,2011,def,33540000,tonnes
DE,2012,def,32432000,tonnes
DE,2013,def,31308000,tonnes
DE,2014,def,32099000,tonnes
DE,2015,def,31160000,tonnes
DE,2016,def,32000000,tonnes
DE,2017,def,33991000,tonnes
DE,2018,def,33633000,tonnes
DE,2019,def,34185000,tonnes
DE,2020,def,35485000,tonnes
DE,2021,def,34000000,tonnes
GH,2007,def,1800000,tonnes
GH,2008,def,1800000,tonnes
GH,2009,def,1800000,tonnes
GH,2010,def,2400000,tonnes
GH,2011,def,3000000,tonnes
GH,2012,def,4600000,tonnes
GH,2013,def,4500000,tonnes
GH,2014,def,4500000,tonnes
GH,2015,def,3830000,tonnes
GH,2016,def,4000000,tonnes
GH,2017,def,3940000,tonnes
GH,2018,def,5110000,tonnes
