region,waste_type,waste_moisture,property,value,unit
World,isw_food,dry,max,0.45,kg/kg
World,isw_textile,dry,max,0.36,kg/kg
World,isw_wood,dry,max,0.607058824,kg/kg
World,isw_paper,dry,max,0.533333333,kg/kg
World,isw_petroleum,dry,max,0,kg/kg
World,isw_rubber,dry,max,0,kg/kg
World,isw_construction,dry,max,0.048,kg/kg
World,isw_other,dry,max,0.013333333,kg/kg
World,isw_food,wet,abs_min,0,kg/kg
World,isw_textile,wet,abs_min,0,kg/kg
World,isw_wood,wet,abs_min,0,kg/kg
World,isw_paper,wet,abs_min,0,kg/kg
World,isw_petroleum,wet,abs_min,0,kg/kg
World,isw_rubber,wet,abs_min,0,kg/kg
World,isw_construction,wet,abs_min,0,kg/kg
World,isw_other,wet,abs_min,0,kg/kg
World,isw_food,dry,abs_min,0,kg/kg
World,isw_textile,dry,abs_min,0,kg/kg
World,isw_wood,dry,abs_min,0,kg/kg
World,isw_paper,dry,abs_min,0,kg/kg
World,isw_petroleum,dry,abs_min,0,kg/kg
World,isw_rubber,dry,abs_min,0,kg/kg
World,isw_construction,dry,abs_min,0,kg/kg
World,isw_other,dry,abs_min,0,kg/kg
World,isw_food,wet,abs_max,1,kg/kg
World,isw_textile,wet,abs_max,1,kg/kg
World,isw_wood,wet,abs_max,1,kg/kg
World,isw_paper,wet,abs_max,1,kg/kg
World,isw_petroleum,wet,abs_max,1,kg/kg
World,isw_rubber,wet,abs_max,1,kg/kg
World,isw_construction,wet,abs_max,1,kg/kg
World,isw_other,wet,abs_max,1,kg/kg
World,isw_food,dry,abs_max,1,kg/kg
World,isw_textile,dry,abs_max,1,kg/kg
World,isw_wood,dry,abs_max,1,kg/kg
World,isw_paper,dry,abs_max,1,kg/kg
World,isw_petroleum,dry,abs_max,1,kg/kg
World,isw_rubber,dry,abs_max,1,kg/kg
World,isw_construction,dry,abs_max,1,kg/kg
World,isw_other,dry,abs_max,1,kg/kg
World,ow_hazard,wet,def,0,kg/kg
World,ow_clinical,wet,def,0.15,kg/kg
World,ow_hazard,dry,def,0,kg/kg
World,ow_clinical,dry,def,0.230769231,kg/kg
World,ow_hazard,wet,min,0,kg/kg
World,ow_clinical,wet,min,0.12,kg/kg
World,ow_hazard,dry,min,0,kg/kg
World,ow_clinical,dry,min,0.184615385,kg/kg
World,ow_hazard,wet,max,0,kg/kg
World,ow_clinical,wet,max,0.18,kg/kg
World,ow_hazard,dry,max,0,kg/kg
World,ow_clinical,dry,max,0.276923077,kg/kg
World,ow_hazard,wet,abs_min,0,kg/kg
World,ow_clinical,wet,abs_min,0,kg/kg
World,ow_hazard,dry,abs_min,0,kg/kg
World,ow_clinical,dry,abs_min,0,kg/kg
World,ow_hazard,wet,abs_max,1,kg/kg
World,ow_clinical,wet,abs_max,1,kg/kg
World,ow_hazard,dry,abs_max,1,kg/kg
World,ow_clinical,dry,abs_max,1,kg/kg
World,sludge_dom,wet,def,0.05,kg/kg
World,sludge_dom,dry,def,0.5,kg/kg
World,sludge_ind,wet,def,0.09,kg/kg
World,sludge_ind,dry,def,0.257142857,kg/kg
World,sludge_dom,wet,min,0.04,kg/kg
World,sludge_dom,dry,min,0.4,kg/kg
World,sludge_ind,wet,min,0.072,kg/kg
World,sludge_ind,dry,min,0.205714286,kg/kg
World,sludge_dom,wet,max,0.05,kg/kg
World,sludge_dom,dry,max,0.5,kg/kg
World,sludge_ind,wet,max,0.108,kg/kg
World,sludge_ind,dry,max,0.308571429,kg/kg
World,sludge_dom,wet,abs_min,0,kg/kg
World,sludge_dom,dry,abs_min,0,kg/kg
World,sludge_ind,wet,abs_min,0,kg/kg
World,sludge_ind,dry,abs_min,0,kg/kg
World,sludge_dom,wet,abs_max,1,kg/kg
World,sludge_dom,dry,abs_max,1,kg/kg
World,sludge_ind,wet,abs_max,1,kg/kg
World,sludge_ind,dry,abs_max,1,kg/kg
